종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"348370","엔켐","KOSDAQ","벤처기업부","66800","-500","-0.74","66100","68200","63000","283516","18637466400","1024743329200","15340469"
"069410","엔텔스","KOSDAQ","벤처기업부","4640","-5","-0.11","4470","4675","4470","23750","108413390","47535983360","10244824"
"227950","엔투텍","KOSDAQ","투자주의환기종목(소속부없음)","810","-1","-0.12","784","818","783","460448","369143893","74172975750","91571575"
"291230","엔피","KOSDAQ","중견기업부","5010","-10","-0.20","4910","5170","4905","192410","959810150","206968415610","41311061"
"198080","엔피디","KOSDAQ","우량기업부","2015","-25","-1.23","1990","2040","1980","14040","28180870","43393397775","21535185"
"048830","엔피케이","KOSDAQ","중견기업부","1810","30","1.69","1720","1825","1720","109769","193209480","33890300630","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","3525","70","2.03","3455","3540","3375","64892","223954630","23541360000","6678400"
"276240","엘리비젼","KONEX","일반기업부","617","40","6.93","656","656","617","59","36442","4660286146","7553138"
"900140","엘브이엠씨홀딩스","KOSPI",,"2620","-10","-0.38","2580","2635","2530","189443","492732985","260572878140","99455297"
"376190","엘비루셈","KOSDAQ","중견기업부","6800","-170","-2.44","6890","6960","6720","41357","281714290","167280000000","24600000"
"061970","엘비세미콘","KOSDAQ","우량기업부","7100","-90","-1.25","7030","7230","7010","177083","1256423610","310870603200","43784592"
"138690","엘아이에스","KOSDAQ","관리종목(소속부없음)","982","0","0.00","0","0","0","0","0","22849431320","23268260"
"290650","엘앤씨바이오","KOSDAQ","벤처기업부","23950","-150","-0.62","23600","24550","23150","202068","4783090450","543303139450","22684891"
"066970","엘앤에프","KOSDAQ","중견기업부","177700","-5100","-2.79","178600","182600","174200","454755","81255326100","6384692763200","35929616"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","9700","-200","-2.02","9940","10000","9650","24244","236238380","130034892300","13405659"
"311060","엘에이티","KONEX","일반기업부","4985","-5","-0.10","0","0","0","0","0","14394386900","2887540"
"073110","엘엠에스","KOSDAQ","중견기업부","6760","-60","-0.88","6690","6800","6410","49126","325533290","60135303800","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","8650","-50","-0.57","8500","8680","8470","49597","425340510","154056785450","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","876","-2","-0.23","850","878","835","446903","383452418","73976026644","84447519"
"170920","엘티씨","KOSDAQ","벤처기업부","9610","-150","-1.54","9690","9970","9360","30838","297914340","77502391650","8064765"
"058630","엠게임","KOSDAQ","벤처기업부","5860","40","0.69","5670","5940","5670","88569","514303860","114527119220","19543877"
"058970","엠로","KOSDAQ","기술성장기업부","13700","0","0.00","13600","13900","13300","11101","151607800","153606044000","11212120"
"019590","엠벤처투자","KOSDAQ","벤처기업부","1185","-80","-6.32","1215","1265","1185","1396667","1697554975","96870602640","81747344"
"169330","엠브레인","KOSDAQ","중견기업부","3010","20","0.67","2930","3110","2910","29681","89680980","53990123180","17936918"
"097520","엠씨넥스","KOSPI",,"27050","50","0.19","26150","27200","26150","72910","1944515200","486297650600","17977732"
"179290","엠아이텍","KOSDAQ","벤처기업부","13400","650","5.10","13150","14150","12650","3675744","49690440350","425570707200","31759008"
"009780","엠에스씨","KOSDAQ","우량기업부","5080","40","0.79","4985","5130","4975","11016","55157435","89408000000","17600000"
"123040","엠에스오토텍","KOSDAQ","중견기업부","4085","-125","-2.97","4130","4180","4030","74216","302391315","178301450910","43647846"
"323230","엠에프엠코리아","KOSDAQ","중견기업부","742","-19","-2.50","757","757","741","56343","42098812","22461571720","30271660"
"033160","엠케이전자","KOSDAQ","우량기업부","9350","40","0.43","9130","9440","9100","84499","781714980","203901892150","21807689"
"347890","엠투아이","KOSDAQ","벤처기업부","8010","10","0.13","7770","8060","7710","30053","238681950","134553614040","16798204"
"033310","엠투엔","KOSDAQ","중견기업부","8870","-130","-1.44","9000","9140","8730","413993","3697004670","357835588970","40342231"
"259630","엠플러스","KOSDAQ","벤처기업부","13300","-350","-2.56","13350","13600","13000","67377","898462050","163355946600","12282402"
"065150","엠피대산","KOSDAQ","벤처기업부","378","-7","-1.82","390","391","376","124182","47520412","47356749090","125282405"
"115960","연우","KOSDAQ","우량기업부","13800","-300","-2.13","13950","14100","13600","23818","329248850","171092400000","12398000"
"090740","연이비앤티","KOSDAQ","관리종목(소속부없음)","2105","0","0.00","0","0","0","0","0","47277068575","22459415"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","8210","0","0.00","8110","8220","7910","9973","80066280","66755510000","8131000"
"014440","영보화학","KOSPI",,"3440","-100","-2.82","3445","3550","3440","21362","74004950","68800000000","20000000"
"007530","영신금속","KOSDAQ","중견기업부","2500","45","1.83","2510","2510","2410","30062","73782235","47936130000","19174452"
"143540","영우디에스피","KOSDAQ","벤처기업부","1475","0","0.00","1440","1490","1425","679708","989094295","65784845125","44599895"
"111770","영원무역","KOSPI",,"44600","-2900","-6.11","47950","48000","44200","259640","11662452650","1976291472800","44311468"
"009970","영원무역홀딩스","KOSPI",,"51100","-1400","-2.67","52100","52100","50700","22049","1133052300","696778751200","13635592"
"003520","영진약품","KOSPI",,"2630","75","2.94","2485","2630","2485","614772","1591304185","481007882530","182892731"
"112290","영창케미칼","KOSDAQ","기술성장기업부","12950","150","1.17","12700","13250","12600","252842","3277953350","130931557750","10110545"
"000670","영풍","KOSPI",,"638000","-4000","-0.62","642000","645000","623000","2083","1327247000","1175221520000","1842040"
"036560","영풍정밀","KOSDAQ","우량기업부","10850","950","9.60","9900","10850","9830","351549","3706044290","170887500000","15750000"
"006740","영풍제지","KOSPI",,"7390","90","1.23","7150","7540","7140","93262","678570980","164058000000","22200000"
"012280","영화금속","KOSPI",,"915","-14","-1.51","900","929","900","140737","127764894","48855972075","53394505"
"265560","영화테크","KOSDAQ","벤처기업부","9830","-170","-1.70","9890","10050","9550","54934","541581080","105084469400","10690180"
"012160","영흥","KOSPI",,"699","-5","-0.71","702","702","685","61519","42650910","70815950028","101310372"
"036000","예림당","KOSDAQ","중견기업부","1585","-55","-3.35","1590","1620","1520","9396","14642480","36509329045","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","1315","-205","-13.49","1520","1530","1300","3035243","4117130385","43395578600","33000440"
"053280","예스24","KOSDAQ","우량기업부","4955","-65","-1.29","4830","5000","4770","158069","769014925","123875000000","25000000"
"015360","예스코홀딩스","KOSPI",,"33200","-250","-0.75","33450","33450","33000","1088","36142150","199200000000","6000000"
"122640","예스티","KOSDAQ","벤처기업부","8210","100","1.23","8000","8440","7790","62025","496981360","148205688500","18051850"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","239","-4","-1.65","237","249","236","528504","126365394","30246042720","126552480"
"045060","오공","KOSDAQ","우량기업부","3065","0","0.00","3000","3070","2955","31326","94241670","51927150310","16941974"
"080520","오디텍","KOSDAQ","벤처기업부","4040","-65","-1.58","4000","4105","3975","95464","384753615","47456300360","11746609"
"007310","오뚜기","KOSPI",,"461000","-17000","-3.56","478000","480000","461000","4074","1904526000","1692783241000","3671981"
"039830","오로라","KOSDAQ","우량기업부","7380","0","0.00","7150","7460","7150","28888","211042770","79430128200","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","9240","-510","-5.23","9720","9720","9150","106966","993363430","86546848080","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","5310","10","0.19","5200","5410","5190","359921","1912142840","143735455440","27068824"
"014940","오리엔탈정공","KOSDAQ","우량기업부","2690","-50","-1.82","2680","2800","2625","82709","221339040","122593148090","45573661"
"002630","오리엔트바이오","KOSPI",,"610","2","0.33","588","620","588","162135","97587749","72335633050","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","1360","-40","-2.86","1355","1420","1345","45393","62815580","43170360320","31742912"
"271560","오리온","KOSPI",,"103000","-2000","-1.90","106000","108000","103000","150758","15728186500","4072221596000","39536132"
"001800","오리온홀딩스","KOSPI",,"14800","-350","-2.31","15050","15250","14800","95481","1435768600","927152245600","62645422"
"010470","오리콤","KOSDAQ","우량기업부","5690","-20","-0.35","5610","5900","5500","77664","443883430","68138034500","11975050"
"352910","오비고","KOSDAQ","기술성장기업부","10150","-50","-0.49","9910","10350","9900","79323","798941260","116225802700","11450818"
"053980","오상자이엘","KOSDAQ","우량기업부","4410","-30","-0.68","4360","4455","4310","54834","239618900","78268159620","17747882"
"052420","오성첨단소재","KOSDAQ","중견기업부","2430","560","29.95","1710","2430","1655","19048699","42217603430","175367617920","72167744"
"241790","오션브릿지","KOSDAQ","우량기업부","12750","-50","-0.39","12500","13250","12500","22124","282942250","127533583500","10002634"
"329020","오션스톤","KONEX","일반기업부","1760","-305","-14.77","1800","1800","1760","4","7120","1469867520","835152"
"039200","오스코텍","KOSDAQ","벤처기업부","18500","-600","-3.14","18950","19050","18250","129142","2399779150","558820712500","30206525"
"226400","오스테오닉","KOSDAQ","기술성장기업부","2380","40","1.71","2290","2710","2290","249286","618839420","40791662520","17139354"
"031510","오스템","KOSDAQ","중견기업부","1450","15","1.05","1410","1490","1390","68148","97445160","40600000000","28000000"
"048260","오스템임플란트","KOSDAQ","투자주의환기종목(소속부없음)","115300","-1900","-1.62","114200","117200","111800","98053","11256201600","1647143170100","14285717"
"138080","오이솔루션","KOSDAQ","우량기업부","16550","50","0.30","15900","16750","15900","38068","621292900","175828772250","10624095"
"080580","오킨스전자","KOSDAQ","벤처기업부","17800","-600","-3.26","17950","18150","17700","41690","745473750","314691504400","17679298"
"067170","오텍","KOSDAQ","우량기업부","5160","-10","-0.19","5030","5200","5030","32133","164263010","79420681800","15391605"
"353590","오토앤","KOSDAQ","중견기업부","10200","50","0.49","9880","10300","9860","90401","907416530","131330814000","12875570"
"173130","오파스넷","KOSDAQ","중견기업부","5030","-160","-3.08","5070","5190","4985","138857","702712325","59657962900","11860430"
"049480","오픈베이스","KOSDAQ","중견기업부","2355","20","0.86","2310","2395","2285","178807","417717975","73999711965","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","10550","-1400","-11.72","11650","11900","10550","2517002","28344657350","220183500700","20870474"
"309930","오하임아이엔티","KOSDAQ","벤처기업부","2690","215","8.69","2515","2700","2435","246291","650421595","57077555180","21218422"
"244460","올리패스","KOSDAQ","기술성장기업부","5140","-160","-3.02","5300","5730","5080","262479","1375592260","142646097260","27752159"
"226950","올릭스","KOSDAQ","기술성장기업부","18550","-150","-0.80","18200","19750","17800","132629","2492815400","254193618000","13703160"
"057540","옴니시스템","KOSDAQ","중견기업부","1625","15","0.93","1580","1630","1555","353682","564756745","75480201875","46449355"
"131030","옵투스제약","KOSDAQ","우량기업부","6220","230","3.84","5980","6410","5960","136356","851400080","100472667640","16153162"
"082210","옵트론텍","KOSDAQ","중견기업부","4055","-170","-4.02","4120","4190","3950","173896","700932595","99282396975","24483945"
"109080","옵티시스","KOSDAQ","벤처기업부","10450","200","1.95","10050","10650","9720","48634","499376300","58896200000","5636000"
"153710","옵티팜","KOSDAQ","기술성장기업부","8330","-350","-4.03","8710","8710","8330","42283","356515650","122200750140","14669958"
"321820","와이더플래닛","KOSDAQ","기술성장기업부","5780","-100","-1.70","5720","5850","5500","11592","65424750","39929869960","6908282"
"122990","와이솔","KOSDAQ","우량기업부","6800","40","0.59","6600","6830","6570","61890","415606000","191671198800","28186941"
"232140","와이아이케이","KOSDAQ","우량기업부","2985","45","1.53","2845","3225","2845","187328","558956955","244905369750","82045350"
"065530","와이어블","KOSDAQ","중견기업부","2285","-5","-0.22","2225","2400","2220","133490","302442565","120785100000","52860000"
"067900","와이엔텍","KOSDAQ","우량기업부","7900","50","0.64","7790","8050","7630","84360","657086210","143777306100","18199659"
"155650","와이엠씨","KOSDAQ","우량기업부","5560","-50","-0.89","5600","5700","5480","84119","466850120","111057430480","19974358"
"273640","와이엠텍","KOSDAQ","벤처기업부","15350","350","2.33","14450","15700","14450","90926","1378600500","168328100000","10966000"
"251370","와이엠티","KOSDAQ","우량기업부","13150","0","0.00","12800","13200","12600","69364","896197200","214535201600","16314464"
"066430","와이오엠","KOSDAQ","중견기업부","1110","35","3.26","1085","1160","1070","259468","283535935","18215506260","16410366"
"193250","와이제이엠게임즈","KOSDAQ","중견기업부","1360","5","0.37","1280","1375","1280","315881","421249805","78101775360","57427776"
"273060","와이즈버즈","KOSDAQ","중견기업부","1035","-25","-2.36","1025","1060","1020","47214","48889210","52225667370","50459582"
"019210","와이지-원","KOSDAQ","중견기업부","5470","30","0.55","5360","5490","5300","59695","322274550","167238789930","30573819"
"122870","와이지엔터테인먼트","KOSDAQ","벤처기업부","48450","2000","4.31","46150","48800","46150","435532","20781456550","903529951050","18648709"
"011690","와이투솔루션","KOSPI",,"612","-13","-2.08","600","630","599","475259","292321749","97452209844","159235637"
"332570","와이팜","KOSDAQ","중견기업부","3455","45","1.32","3320","3470","3320","28426","96002680","128323384980","37141356"
"079000","와토스코리아","KOSDAQ","중견기업부","5280","-10","-0.19","5280","5300","5140","12691","66244560","38016000000","7200000"
"070960","용평리조트","KOSPI",,"3270","-5","-0.15","3225","3340","3200","94524","305990315","157395998910","48133333"
"316140","우리금융지주","KOSPI",,"10700","-250","-2.28","10850","10950","10650","2253968","24290123150","7790247874300","728060549"
"032820","우리기술","KOSDAQ","벤처기업부","1430","10","0.70","1390","1445","1365","1554418","2193468075","215393898720","150625104"
"041190","우리기술투자","KOSDAQ","우량기업부","4630","10","0.22","4535","4680","4510","486299","2237792105","388920000000","84000000"
"115440","우리넷","KOSDAQ","벤처기업부","8220","-80","-0.96","8200","8350","8000","69091","564907950","80482694040","9791082"
"046970","우리로","KOSDAQ","벤처기업부","1185","15","1.28","1145","1195","1120","298221","345110765","37978816290","32049634"
"082850","우리바이오","KOSDAQ","중견기업부","3320","230","7.44","3010","3410","3010","3828704","12558527395","159132838960","47931578"
"215360","우리산업","KOSDAQ","우량기업부","13700","-450","-3.18","13700","13900","13150","75097","1018321500","125110633100","9132163"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","4155","-95","-2.24","4165","4280","4025","74220","308363340","78476901855","18887341"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1675","-5","-0.30","1665","1760","1640","927947","1563435310","115973052025","69237643"
"037400","우리엔터프라이즈","KOSDAQ","중견기업부","2335","30","1.30","2270","2350","2240","210135","482767890","61231512910","26223346"
"153490","우리이앤엘","KOSDAQ","우량기업부","1075","-25","-2.27","1065","1100","1040","255233","273385145","55341000000","51480000"
"010050","우리종금","KOSPI",,"728","-21","-2.80","730","741","720","2311165","1688229131","636420079568","874203406"
"101170","우림피티에스","KOSDAQ","벤처기업부","6610","110","1.69","6360","6800","6360","366299","2417168150","89235000000","13500000"
"006980","우성","KOSPI",,"20100","-400","-1.95","20000","21400","19900","5254","105728450","62109000000","3090000"
"066590","우수AMS","KOSDAQ","중견기업부","2700","-10","-0.37","2610","2715","2610","117928","313512750","98886217500","36624525"
"017370","우신시스템","KOSPI",,"2110","70","3.43","1960","2110","1960","35933","73716110","38642653940","18314054"
"103840","우양","KOSDAQ","중견기업부","2880","15","0.52","2905","2910","2700","32017","89653410","41063040000","14258000"
"046940","우원개발","KOSDAQ","우량기업부","3335","10","0.30","3260","3405","3235","215966","716488505","60277957250","18074350"
"215380","우정바이오","KOSDAQ","벤처기업부","3380","-15","-0.44","3330","3390","3295","12926","43313035","43796387180","12957511"
"065680","우주일렉트로","KOSDAQ","우량기업부","15200","-250","-1.62","15450","15450","14850","73565","1115626000","151000144000","9934220"
"105840","우진","KOSPI",,"9100","-40","-0.44","8940","9370","8930","396904","3635773700","184944887400","20323614"
"018620","우진비앤지","KOSDAQ","중견기업부","1865","0","0.00","1835","1930","1835","168709","314988250","53878531445","28889293"
"010400","우진아이엔에스","KOSPI",,"6010","130","2.21","5880","6010","5600","6810","39643860","45808220000","7622000"
"049800","우진플라임","KOSPI",,"3795","-5","-0.13","3795","3825","3695","42284","159234715","75900000000","20000000"
"016880","웅진","KOSPI",,"1105","-35","-3.07","1110","1150","1100","310307","346950255","88319423400","79927080"
"095720","웅진씽크빅","KOSPI",,"2175","-15","-0.68","2150","2190","2135","74412","160405600","251225517375","115505985"
"005820","원림","KOSPI",,"20200","300","1.51","19900","20600","19300","2185","42879800","46418994000","2297970"
"307280","원바이오젠","KOSDAQ","벤처기업부","1280","-20","-1.54","1270","1310","1235","63966","80806460","46661642240","36454408"
"053080","원방테크","KOSDAQ","우량기업부","8450","-320","-3.65","8580","8800","8420","98136","839173080","109848369150","12999807"
"032940","원익","KOSDAQ","벤처기업부","2875","-55","-1.88","2885","2930","2815","67044","192059135","52305536250","18193230"
"240810","원익IPS","KOSDAQ","우량기업부","22250","0","0.00","21600","22650","21600","248590","5543978750","1092116797250","49083901"
"074600","원익QnC","KOSDAQ","우량기업부","20350","-600","-2.86","20500","20850","19500","731807","14725580850","534960800000","26288000"
"104830","원익머트리얼즈","KOSDAQ","우량기업부","24800","-200","-0.80","24900","25450","24500","51476","1282060250","312678400000","12608000"
"014190","원익큐브","KOSDAQ","우량기업부","1865","15","0.81","1815","1870","1790","333584","611329745","66020824690","35399906"
"131390","원익피앤이","KOSDAQ","우량기업부","15200","550","3.75","14150","15200","14000","183692","2670484800","225247432000","14818910"
"030530","원익홀딩스","KOSDAQ","우량기업부","3030","-10","-0.33","3015","3040","2945","334234","1002306010","234031082430","77237981"
"012620","원일특강","KOSDAQ","우량기업부","9340","-10","-0.11","9120","9460","9020","34501","317144680","41096000000","4400000"
"382840","원준","KOSDAQ","벤처기업부","20300","-350","-1.69","20100","20750","20000","188422","3832796150","305729631900","15060573"
"336570","원텍","KOSDAQ","기술성장기업부","2410","-30","-1.23","2410","2435","2345","182665","435798015","209759051910","87036951"
"376980","원티드랩","KOSDAQ","기술성장기업부","15600","0","0.00","15500","15900","15100","35369","546892900","147234921600","9438136"
"122830","원포유","KONEX","일반기업부","2000","20","1.01","2070","2070","1900","4662","9196210","65503970000","32751985"
"008370","원풍","KOSDAQ","우량기업부","4435","-20","-0.45","4405","4450","4305","12886","56420135","53220000000","12000000"
"008290","원풍물산","KOSDAQ","관리종목(소속부없음)","678","32","4.95","646","698","637","46047","30656302","27590314362","40693679"
"101160","월덱스","KOSDAQ","우량기업부","16000","200","1.27","15550","16300","15350","98503","1558811950","264175888000","16510993"
"336060","웨이버스","KOSDAQ","벤처기업부","1145","-5","-0.43","1170","1170","1100","103957","118211215","53454554000","46685200"
"095270","웨이브일렉트로","KOSDAQ","벤처기업부","4595","-15","-0.33","4825","4825","4315","13741","61915630","68792921320","14971256"
"010600","웰바이오텍","KOSPI",,"1405","25","1.81","1355","1410","1340","365778","499738145","93337106120","66432104"
"065950","웰크론","KOSDAQ","우량기업부","2755","-5","-0.18","2670","2765","2665","89404","241742335","77777237010","28231302"
"076080","웰크론한텍","KOSDAQ","중견기업부","3350","25","0.75","3250","3395","3215","302627","1005256505","69736099100","20816746"
"196700","웹스","KOSDAQ","벤처기업부","2545","60","2.41","2415","2575","2415","84984","213180020","36556746480","14364144"
"069080","웹젠","KOSDAQ","우량기업부","14850","350","2.41","14350","15000","14250","61920","911856950","524366627400","35310884"
"053580","웹케시","KOSDAQ","우량기업부","14650","150","1.03","14350","14700","14150","25866","373079650","201968533200","13786248"
"071460","위니아","KOSDAQ","우량기업부","1680","-30","-1.75","1660","1710","1605","81477","134982175","60425055600","35967295"
"377460","위니아에이드","KOSDAQ","중견기업부","6550","-130","-1.95","6530","6640","6440","111732","727980210","100826802750","15393405"
"044340","위닉스","KOSDAQ","우량기업부","9290","-180","-1.90","9400","9480","9210","12410","115691890","166044118250","17873425"
"330350","위더스제약","KOSDAQ","우량기업부","6300","-30","-0.47","6220","6420","6200","15447","97147590","83114501400","13192778"
"348350","위드텍","KOSDAQ","우량기업부","11850","350","3.04","11100","12800","11100","30116","353420850","120675660000","10183600"
"112040","위메이드","KOSDAQ","우량기업부","45800","0","0.00","44600","46350","44500","202942","9245561350","1547900859600","33796962"
"101730","위메이드맥스","KOSDAQ","중견기업부","14000","350","2.56","13300","14200","13200","186231","2574926100","466134088000","33295292"
"123420","위메이드플레이","KOSDAQ","우량기업부","18200","200","1.11","17500","18500","17500","55607","1001653700","208751124400","11469842"
"065370","위세아이텍","KOSDAQ","벤처기업부","10150","50","0.50","9900","10300","9900","24369","244857130","66745121100","6575874"
"140660","위월드","KONEX","일반기업부","2100","0","0.00","0","0","0","0","0","5223229200","2487252"
"038620","위즈코프","KOSDAQ","중견기업부","783","-8","-1.01","771","791","764","576549","447775607","52105882095","66546465"
"299900","위지윅스튜디오","KOSDAQ","중견기업부","18300","50","0.27","17950","18500","17700","276938","5017719500","782548644300","42762221"
"036090","위지트","KOSDAQ","중견기업부","687","-3","-0.43","675","702","674","498256","342140454","67282603584","97936832"
"136540","윈스","KOSDAQ","우량기업부","12200","100","0.83","11900","12400","11800","20673","251071250","169142776400","13864162"
"320000","윈텍","KOSDAQ","중견기업부","1905","5","0.26","1835","1915","1815","55940","103777285","35240876940","18499148"
"097800","윈팩","KOSDAQ","중견기업부","1310","10","0.77","1255","1335","1250","53923","69788865","65063954710","49667141"
"192390","윈하이텍","KOSDAQ","중견기업부","3225","35","1.10","3175","3275","3050","38128","120373920","34368489600","10656896"
"313760","윌링스","KOSDAQ","중견기업부","8030","250","3.21","7430","8080","7430","52466","413809680","45671966010","5687667"
"008600","윌비스","KOSPI",,"707","3","0.43","666","720","666","190878","132112181","47535879573","67236039"
"900340","윙입푸드","KOSDAQ","외국기업(소속부없음)","964","-1","-0.10","950","1005","950","458761","445112783","46246384592","47973428"
"033270","유나이티드제약","KOSPI",,"23450","150","0.64","23900","24650","22500","375611","8871076600","380941075900","16244822"
"064510","유네코","KOSDAQ","관리종목(소속부없음)","2750","0","0.00","0","0","0","0","0","27821777500","10117010"
"014830","유니드","KOSPI",,"83500","-2300","-2.68","85000","85500","83000","42860","3597881600","742301890500","8889843"
"036200","유니셈","KOSDAQ","우량기업부","6370","-180","-2.75","6420","6520","6220","231178","1469244020","195331100510","30664223"
"018000","유니슨","KOSDAQ","중견기업부","1945","-25","-1.27","1905","1985","1880","313737","609786370","237772404735","122248023"
"000910","유니온","KOSPI",,"4750","-10","-0.21","4660","4775","4590","62120","291433090","74155190250","15611619"
"047400","유니온머티리얼","KOSPI",,"2420","30","1.26","2365","2445","2355","338092","810745995","101640000000","42000000"
"203450","유니온커뮤니티","KOSDAQ","벤처기업부","2905","95","3.38","2745","2910","2710","33973","96195520","42642515335","14679007"
"011330","유니켐","KOSPI",,"1120","-15","-1.32","1110","1140","1100","189374","211099775","81671946720","72921381"
"077500","유니퀘스트","KOSPI",,"7590","0","0.00","7450","7670","7360","88701","665782870","207631850250","27355975"
"011320","유니크","KOSDAQ","중견기업부","4945","-35","-0.70","4880","4995","4710","95312","462547270","95540836775","19320695"
"086390","유니테스트","KOSDAQ","우량기업부","13950","150","1.09","13550","14250","13500","204168","2832678300","294821057700","21134126"
"241690","유니테크노","KOSDAQ","우량기업부","3960","40","1.02","3825","4015","3825","95118","370896650","99045797400","25011565"
"142210","유니트론텍","KOSDAQ","벤처기업부","2970","-20","-0.67","2945","3000","2850","118735","346931045","55849549140","18804562"
"121060","유니포인트","KONEX","일반기업부","1285","-45","-3.38","1215","1510","1215","725","955995","7686445950","5981670"
"048430","유라테크","KOSDAQ","우량기업부","6120","-110","-1.77","6120","6400","5970","94341","576123230","70502400000","11520000"
"206650","유바이오로직스","KOSDAQ","기술성장기업부","11650","-250","-2.10","11550","12050","11550","198096","2346646250","424582001550","36444807"
"089850","유비벨록스","KOSDAQ","우량기업부","13100","-250","-1.87","13000","13450","13000","26988","355873750","93215630700","7115697"
"084440","유비온","KONEX","일반기업부","2250","-40","-1.75","2270","2270","2200","1736","3831520","37833300000","16814800"
"032620","유비케어","KOSDAQ","우량기업부","4535","50","1.11","4455","4580","4410","59598","267952725","236714025365","52197139"
"264450","유비쿼스","KOSDAQ","우량기업부","14500","-50","-0.34","14100","14600","13750","37752","532721150","148562737000","10245706"
"078070","유비쿼스홀딩스","KOSDAQ","중견기업부","13000","-200","-1.52","12700","13050","12700","10863","139931100","243056164000","18696628"
"002920","유성기업","KOSPI",,"2600","-50","-1.89","2645","2645","2570","8185","21236795","67463500000","25947500"
"024800","유성티엔에스","KOSDAQ","우량기업부","2260","10","0.44","2235","2260","2160","54151","119822455","70689676680","31278618"
"000700","유수홀딩스","KOSPI",,"6370","-50","-0.78","6410","6550","6350","62159","400403840","165886342440","26041812"
"054930","유신","KOSDAQ","벤처기업부","30500","650","2.18","29400","31400","29300","199715","6044755850","91500000000","3000000"
"069330","유아이디","KOSDAQ","벤처기업부","1550","-10","-0.64","1555","1555","1480","33501","50902665","21996191050","14191091"
"049520","유아이엘","KOSDAQ","관리종목(소속부없음)","3000","5","0.17","3080","3080","2960","22137","66136275","65354808000","21784936"
"367460","유안타제7호스팩","KOSDAQ","SPAC(소속부없음)","3270","270","9.00","3120","3390","2605","2480972","7450528555","17985000000","5500000"
"367480","유안타제8호스팩","KOSDAQ","SPAC(소속부없음)","2165","-15","-0.69","2180","2200","2165","3526","7698710","14050850000","6490000"
"430700","유안타제9호스팩","KOSDAQ","SPAC(소속부없음)","2110","-15","-0.71","2115","2130","2105","9655","20382815","11056400000","5240000"
"003470","유안타증권","KOSPI",,"2455","-10","-0.41","2420","2470","2410","114561","279325215","490009594080","199596576"
"003475","유안타증권우","KOSPI",,"2700","0","0.00","2685","2700","2630","2377","6336980","34862972400","12912212"
"263770","유에스티","KOSDAQ","투자주의환기종목(소속부없음)","2650","60","2.32","2510","2730","2505","20543","53143620","62805455800","23700172"
"337840","유엑스엔","KONEX","일반기업부","14400","-50","-0.35","14550","14550","14400","7","101300","52188494400","3624201"
"072130","유엔젤","KOSPI",,"2720","-25","-0.91","2620","2735","2620","87218","233925830","35891634880","13195454"
"000220","유유제약","KOSPI",,"5690","10","0.18","5530","5750","5410","91727","511068560","98052077190","17232351"
"000225","유유제약1우","KOSPI",,"7570","230","3.13","7150","7670","7150","22414","164279640","17160660100","2266930"
"000227","유유제약2우B","KOSPI",,"14550","-750","-4.90","14400","15700","14400","7277","107854600","4736898000","325560"
"388720","유일로보틱스","KOSDAQ","벤처기업부","24250","-550","-2.22","24500","25200","23850","652855","16010451450","208085515500","8580846"
"340930","유일에너테크","KOSDAQ","벤처기업부","14950","-250","-1.64","14850","15350","14600","115705","1732113900","159587422800","10674744"
"023410","유진기업","KOSDAQ","우량기업부","3290","-25","-0.75","3285","3295","3180","221442","717026275","254352739270","77310863"
"056080","유진로봇","KOSDAQ","중견기업부","4230","0","0.00","4060","4250","4050","210923","879775010","158676402960","37512152"
"373340","유진스팩6호","KOSDAQ","SPAC(소속부없음)","2335","-10","-0.43","2340","2345","2300","7436","17210385","7051700000","3020000"
"388800","유진스팩7호","KOSDAQ","SPAC(소속부없음)","2155","0","0.00","2155","2160","2135","16146","34666655","10796550000","5010000"
"413630","유진스팩8호","KOSDAQ","SPAC(소속부없음)","2115","0","0.00","2115","2115","2105","2508","5292370","12520800000","5920000"
"084370","유진테크","KOSDAQ","우량기업부","20100","-350","-1.71","19800","20400","19800","264658","5301804700","460612444200","22916042"
"001200","유진투자증권","KOSPI",,"2240","0","0.00","2200","2260","2185","155745","345421160","216980776320","96866418"
"178780","유테크","KOSDAQ","관리종목(소속부없음)","1730","0","0.00","0","0","0","0","0","60240302320","34820984"
"221800","유투바이오","KONEX","일반기업부","27000","-650","-2.35","0","0","0","0","0","68188770000","2525510"
"179900","유티아이","KOSDAQ","벤처기업부","21900","-2550","-10.43","23950","24000","19900","464857","10110549150","356683000500","16286895"
